ID;Descricao;Nome
120;"user_id=""FERNANDASO""";FERNANDASO
121;"user_id=""MERI""";MERI
122;"user_id=""MERI""";MERI
123;"user_id=""MERI""";MERI
124;"user_id=""MARA""";MARA
125;"user_id=""SAMUELD""";SAMUELD
126;"user_id=""LUIZCS""";LUIZCS
127;"user_id=""PILARCD""";PILARCD
128;"user_id=""LUIZCS""";LUIZCS
129;"user_id=""LUIZCS""";LUIZCS
130;"user_id=""LUIZCS""";LUIZCS
131;"user_id=""FERNANDASO""";FERNANDASO
132;"user_id=""MERI""";MERI
133;"user_id=""PILARCD""";PILARCD
134;"user_id=""FERNANDASO""";FERNANDASO
135;"user_id=""FERNANDASO""";FERNANDASO
136;"user_id=""FERNANDASO""";FERNANDASO
137;"user_id=""MERI""";MERI
138;"user_id=""FABIANAST""";FABIANAST
139;"user_id=""FABIANAST""";FABIANAST
140;"user_id=""SAMUELD""";SAMUELD
141;"user_id=""FABIANAST""";FABIANAST
142;"user_id=""FABIANAST""";FABIANAST
143;"user_id=""PILARCD""";PILARCD
144;"user_id=""LUIZCS""";LUIZCS
145;"user_id=""LUIZCS""";LUIZCS
146;"user_id=""MERI""";MERI
147;"user_id=""PILARCD""";PILARCD
148;"user_id=""FERNANDASO""";FERNANDASO
149;"user_id=""CARLOSS""";CARLOSS
150;"user_id=""CARLOSS""";CARLOSS
151;"user_id=""CARLOSS""";CARLOSS
152;"user_id=""CARLOSS""";CARLOSS
153;"user_id=""FERNANDASO""";FERNANDASO
154;"user_id=""MERI""";MERI
155;"user_id=""marcosr""";marcosr
156;"user_id=""FABIANAST""";FABIANAST
157;"user_id=""JEANSM""";JEANSM
158;"user_id=""JEANSM""";JEANSM
159;"user_id=""PILARCD""";PILARCD
160;"user_id=""SAMUELD""";SAMUELD
161;"user_id=""SAMUELD""";SAMUELD
162;"user_id=""LUIZCS""";LUIZCS
163;"user_id=""LUIZCS""";LUIZCS
164;"user_id=""PILARCD""";PILARCD
165;"user_id=""MERI""";MERI
166;"user_id=""CARLOSS""";CARLOSS
167;"user_id=""FERNANDASO""";FERNANDASO
168;"user_id=""CARLOSS""";CARLOSS
169;"user_id=""FERNANDASO""";FERNANDASO
170;"user_id=""LUANAK""";LUANAK
171;"user_id=""LUANAK""";LUANAK
172;"user_id=""MERI""";MERI
173;"user_id=""FABIANAST""";FABIANAST
174;"user_id=""FABIANAST""";FABIANAST
175;"user_id=""LUANAK""";LUANAK
176;"user_id=""LUANAK""";LUANAK
177;"user_id=""ARTHURPI""";ARTHURPI
178;"user_id=""ARTHURPI""";ARTHURPI
179;"user_id=""ARTHURPI""";ARTHURPI
180;"user_id=""SAMUELD""";SAMUELD
181;"user_id=""ARTHURPI""";ARTHURPI
182;"user_id=""LUIZCS""";LUIZCS
183;"user_id=""LUIZCS""";LUIZCS
184;"user_id=""PILARCD""";PILARCD
185;"user_id=""MERI""";MERI
186;"user_id=""CARLOSS""";CARLOSS
187;"user_id=""CARLOSS""";CARLOSS
188;"user_id=""MERI""";MERI
189;"user_id=""FERNANDASO""";FERNANDASO
190;"user_id=""FERNANDASO""";FERNANDASO
191;"user_id=""FABIANAST""";FABIANAST
192;"user_id=""FABIANAST""";FABIANAST
193;"user_id=""LUANAK""";LUANAK
194;"user_id=""LUANAK""";LUANAK
195;"user_id=""ARTHURPI""";ARTHURPI
200;"user_id=""LUIZCS""";LUIZCS
201;"user_id=""LUIZCS""";LUIZCS
202;"user_id=""SAMUELD""";SAMUELD
203;"user_id=""ARTHURPI""";ARTHURPI
204;"user_id=""NATILAS""";NATILAS
205;"user_id=""NATILAS""";NATILAS
206;"user_id=""NATILAS""";NATILAS
207;"user_id=""NATILAS""";NATILAS
208;"user_id=""PILARCD""";PILARCD
209;"user_id=""CARLOSS""";CARLOSS
210;"user_id=""CARLOSS""";CARLOSS
211;"user_id=""MERI""";MERI
212;"user_id=""LUANAK""";LUANAK
213;"user_id=""LUANAK""";LUANAK
214;"user_id=""ARTHURPI""";ARTHURPI
217;"user_id=""SAMUELD""";SAMUELD
218;"user_id=""ARTHURPI""";ARTHURPI
219;"user_id=""NATILAS""";NATILAS
220;"user_id=""NATILAS""";NATILAS
221;"user_id=""LUANAK""";LUANAK
222;"user_id=""LUANAK""";LUANAK
223;"user_id=""JEANSM""";JEANSM
224;"user_id=""ARTHURPI""";ARTHURPI
227;"user_id=""JEANSM""";JEANSM
228;"user_id=""ARTHURPI""";ARTHURPI
229;"user_id=""NATILAS""";NATILAS
230;"user_id=""NATILAS""";NATILAS
231;"user_id=""JEANSM""";JEANSM
232;"user_id=""JEANSM""";JEANSM
233;"user_id=""FABIANAST""";FABIANAST
234;"user_id=""FABIANAST""";FABIANAST
235;"user_id=""FABIANAST""";FABIANAST
236;"user_id=""FABIANAST""";FABIANAST
241;"user_id=""JEANSM""";JEANSM
242;"user_id=""DENIS""";DENIS
243;"user_id=""DENIS""";DENIS
244;"user_id=""EVERTON""";EVERTON
245;"user_id=""EVERTON""";EVERTON
246;"user_id=""ARTHURPI""";ARTHURPI
249;"user_id=""JEANSM""";JEANSM
250;"user_id=""ARTHURPI""";ARTHURPI
251;"user_id=""STEVEN""";STEVEN
252;"user_id=""STEVEN""";STEVEN
253;"user_id=""NATILAS""";NATILAS
254;"user_id=""NATILAS""";NATILAS
255;"user_id=""FABIANAST""";FABIANAST
256;"user_id=""carmemc""";carmemc
259;"user_id=""STEVEN""";STEVEN
260;"user_id=""STEVEN""";STEVEN
261;"user_id=""JEANSM""";JEANSM
262;"user_id=""DENIS""";DENIS
263;"user_id=""SAMUELD""";SAMUELD
264;"user_id=""SAMUELD""";SAMUELD
265;"user_id=""SAMUELD""";SAMUELD
266;"user_id=""SAMUELD""";SAMUELD
267;"user_id=""SAMUELD""";SAMUELD
268;"user_id=""SAMUELD""";SAMUELD
269;"user_id=""ARTHURPI""";ARTHURPI
270;"user_id=""ARTHURPI""";ARTHURPI
271;"user_id=""NATILAS""";NATILAS
272;"user_id=""NATILAS""";NATILAS
273;"user_id=""NATILAS""";NATILAS
274;"user_id=""NATILAS""";NATILAS
275;"user_id=""JEANSM""";JEANSM
276;"user_id=""ROSICLEIAF""";ROSICLEIAF
277;"user_id=""ROSICLEIAF""";ROSICLEIAF
278;"user_id=""ROSICLEIAF""";ROSICLEIAF
279;"user_id=""ROSICLEIAF""";ROSICLEIAF
280;"user_id=""MARCELOO""";MARCELOO
281;"user_id=""MARCELOO""";MARCELOO
282;"user_id=""FABIANAST""";FABIANAST
283;"user_id=""FABIANAST""";FABIANAST
286;"user_id=""STEVEN""";STEVEN
287;"user_id=""STEVEN""";STEVEN
288;"user_id=""JEANSM""";JEANSM
289;"user_id=""DENIS""";DENIS
290;"user_id=""MARCELOO""";MARCELOO
291;"user_id=""MARCELOO""";MARCELOO
292;"user_id=""MARCELOO""";MARCELOO
293;"user_id=""SAMUELD""";SAMUELD
294;"user_id=""SAMUELD""";SAMUELD
295;"user_id=""SAMUELD""";SAMUELD
296;"user_id=""NATILAS""";NATILAS
297;"user_id=""NATILAS""";NATILAS
298;"user_id=""ARTHURPI""";ARTHURPI
299;"user_id=""ARTHURPI""";ARTHURPI
300;"user_id=""JEANSM""";JEANSM
301;"user_id=""LOHAYNEAS""";LOHAYNEAS
302;"user_id=""LOHAYNEAS""";LOHAYNEAS
303;"user_id=""ROSICLEIAF""";ROSICLEIAF
304;"user_id=""ROSICLEIAF""";ROSICLEIAF
305;"user_id=""MARCELOO""";MARCELOO
306;"user_id=""FABIANAST""";FABIANAST
307;"user_id=""FABIANAST""";FABIANAST
310;"user_id=""JEANSM""";JEANSM
311;"user_id=""DENIS""";DENIS
312;"user_id=""SAMUELD""";SAMUELD
313;"user_id=""SAMUELD""";SAMUELD
314;"user_id=""anaa""";anaa
315;"user_id=""TIERLAC""";TIERLAC
316;"user_id=""TIERLAC""";TIERLAC
317;"user_id=""ARTHURPI""";ARTHURPI
318;"user_id=""marceloo""";marceloo
319;"user_id=""MARCELOO""";MARCELOO
320;"user_id=""ARTHURPI""";ARTHURPI
321;"user_id=""NATILAS""";NATILAS
322;"user_id=""MARCELOO""";MARCELOO
323;"user_id=""MARCELOO""";MARCELOO
324;"user_id=""NATILAS""";NATILAS
325;"user_id=""TIERLAC""";TIERLAC
326;"user_id=""TIERLAC""";TIERLAC
327;"user_id=""SAMUELD""";SAMUELD
328;"user_id=""SAMUELD""";SAMUELD
329;"user_id=""SAMUELD""";SAMUELD
330;"user_id=""SAMUELD""";SAMUELD
331;"user_id=""SAMUELD""";SAMUELD
332;"user_id=""ARTHURPI""";ARTHURPI
333;"user_id=""ARTHURPI""";ARTHURPI
334;"user_id=""MARCELOO""";MARCELOO
335;"user_id=""MARCELOO""";MARCELOO
336;"user_id=""NATILAS""";NATILAS
337;"user_id=""NATILAS""";NATILAS
338;"user_id=""TIERLAC""";TIERLAC
339;"user_id=""TIERLAC""";TIERLAC
340;"user_id=""JEANSM""";JEANSM
341;"user_id=""JEANSM""";JEANSM
342;"user_id=""PILARCD""";PILARCD
343;"user_id=""PILARCD""";PILARCD
344;"user_id=""PILARCD""";PILARCD
345;"user_id=""PILARCD""";PILARCD
346;"user_id=""ARTHURPI""";ARTHURPI
347;"user_id=""ARTHURPI""";ARTHURPI
348;"user_id=""MARCELOO""";MARCELOO
349;"user_id=""JEANSM""";JEANSM
350;"user_id=""JEANSM""";JEANSM
351;"user_id=""MARCELOO""";MARCELOO
352;"user_id=""JEANSM""";JEANSM
353;"user_id=""JEANSM""";JEANSM
354;"user_id=""TIERLAC""";TIERLAC
355;"user_id=""TIERLAC""";TIERLAC
356;"user_id=""PILARCD""";PILARCD
357;"user_id=""PILARCD""";PILARCD
358;"user_id=""JEANSM""";JEANSM
359;"user_id=""JEANSM""";JEANSM
360;"user_id=""ARTHURPI""";ARTHURPI
361;"user_id=""SABRINACL""";SABRINACL
362;"user_id=""SABRINACL""";SABRINACL
363;"user_id=""MARCELOO""";MARCELOO
364;"user_id=""ARTHURPI""";ARTHURPI
365;"user_id=""MARCELOO""";MARCELOO
366;"user_id=""ROSICLEIAF""";ROSICLEIAF
367;"user_id=""ROSICLEIAF""";ROSICLEIAF
368;"user_id=""ARTHURPI""";ARTHURPI
369;"user_id=""TIERLAC""";TIERLAC
370;"user_id=""TIERLAC""";TIERLAC
371;"user_id=""SABRINACL""";SABRINACL
372;"user_id=""SABRINACL""";SABRINACL
373;"user_id=""ROSICLEIAF""";ROSICLEIAF
374;"user_id=""ROSICLEIAF""";ROSICLEIAF
375;"user_id=""JEANSM""";JEANSM
376;"user_id=""PILARCD""";PILARCD
377;"user_id=""PILARCD""";PILARCD
378;"user_id=""JEANSM""";JEANSM
379;"user_id=""JEANSM""";JEANSM
380;"user_id=""JEANSM""";JEANSM
381;"user_id=""ARTHURPI""";ARTHURPI
382;"user_id=""ARTHURPI""";ARTHURPI
383;"user_id=""ARTHURPI""";ARTHURPI
384;"user_id=""SABRINACL""";SABRINACL
385;"user_id=""SABRINACL""";SABRINACL
386;"user_id=""ROSICLEIAF""";ROSICLEIAF
387;"user_id=""ROSICLEIAF""";ROSICLEIAF
388;"user_id=""PILARCD""";PILARCD
389;"user_id=""PILARCD""";PILARCD
390;"user_id=""ARTHURPI""";ARTHURPI
391;"user_id=""ARTHURPI""";ARTHURPI
392;"user_id=""ARTHURPI""";ARTHURPI
393;"user_id=""BRENDAR""";BRENDAR
394;"user_id=""BRENDAR""";BRENDAR
395;"user_id=""BRENDAR""";BRENDAR
396;"user_id=""BRENDAR""";BRENDAR
397;"user_id=""BRENDAR""";BRENDAR
398;"user_id=""BRENDAR""";BRENDAR
399;"user_id=""BRENDAR""";BRENDAR
400;"user_id=""BRENDAR""";BRENDAR
401;"user_id=""BRENDAR""";BRENDAR
402;"user_id=""BRENDAR""";BRENDAR
403;"user_id=""MARCELOO""";MARCELOO
404;"user_id=""MARCELOO""";MARCELOO
405;"user_id=""BRENDAR""";BRENDAR
406;"user_id=""BRENDAR""";BRENDAR
407;"user_id=""MARCELOO""";MARCELOO
408;"user_id=""SABRINACL""";SABRINACL
409;"user_id=""SABRINACL""";SABRINACL
410;"user_id=""ROSICLEIAF""";ROSICLEIAF
411;"user_id=""ROSICLEIAF""";ROSICLEIAF
412;"user_id=""MARCELOO""";MARCELOO
413;"user_id=""PILARCD""";PILARCD
414;"user_id=""PILARCD""";PILARCD
415;"user_id=""PAULAP""";PAULAP
416;"user_id=""PAULAP""";PAULAP
417;"user_id=""ROSICLEIAF""";ROSICLEIAF
418;"user_id=""ROSICLEIAF""";ROSICLEIAF
419;"user_id=""MARCELOO""";MARCELOO
420;"user_id=""ROSICLEIAF""";ROSICLEIAF
421;"user_id=""ROSICLEIAF""";ROSICLEIAF
422;"user_id=""ROSICLEIAF""";ROSICLEIAF
423;"user_id=""ROSICLEIAF""";ROSICLEIAF
424;"user_id=""SABRINACL""";SABRINACL
425;"user_id=""SABRINACL""";SABRINACL
426;"user_id=""MARCELOO""";MARCELOO
427;"user_id=""ROSICLEIAF""";ROSICLEIAF
428;"user_id=""ROSICLEIAF""";ROSICLEIAF
429;"user_id=""ROSICLEIAF""";ROSICLEIAF
430;"user_id=""ROSICLEIAF""";ROSICLEIAF
431;"user_id=""ROSICLEIAF""";ROSICLEIAF
432;"user_id=""ROSICLEIAF""";ROSICLEIAF
433;"user_id=""ROSICLEIAF""";ROSICLEIAF
434;"user_id=""PILARCD""";PILARCD
435;"user_id=""PILARCD""";PILARCD
436;"user_id=""ROSICLEIAF""";ROSICLEIAF
437;"user_id=""ROSICLEIAF""";ROSICLEIAF
438;"user_id=""ROSICLEIAF""";ROSICLEIAF
439;"user_id=""ROSICLEIAF""";ROSICLEIAF
440;"user_id=""ROSICLEIAF""";ROSICLEIAF
441;"user_id=""ROSICLEIAF""";ROSICLEIAF
442;"user_id=""ROSICLEIAF""";ROSICLEIAF
443;"user_id=""MARCELOO""";MARCELOO
444;"user_id=""STEVEN""";STEVEN
445;"user_id=""STEVEN""";STEVEN
446;"user_id=""STEVEN""";STEVEN
447;"user_id=""STEVEN""";STEVEN
448;"user_id=""NATILAS""";NATILAS
449;"user_id=""NATILAS""";NATILAS
450;"user_id=""MARCELOO""";MARCELOO
451;"user_id=""NATILAS""";NATILAS
452;"user_id=""NATILAS""";NATILAS
453;"user_id=""NATILAS""";NATILAS
454;"user_id=""NATILAS""";NATILAS
455;"user_id=""PILARCD""";PILARCD
456;"user_id=""PILARCD""";PILARCD
457;"user_id=""MARCELOO""";MARCELOO
458;"user_id=""MARCELOO""";MARCELOO
459;"user_id=""SABRINACL""";SABRINACL
460;"user_id=""SABRINACL""";SABRINACL
461;"user_id=""SABRINACL""";SABRINACL
462;"user_id=""SABRINACL""";SABRINACL
463;"user_id=""NATILAS""";NATILAS
464;"user_id=""NATILAS""";NATILAS
465;"user_id=""NATILAS""";NATILAS
466;"user_id=""PILARCD""";PILARCD
467;"user_id=""PILARCD""";PILARCD
468;"user_id=""NATILAS""";NATILAS
469;"user_id=""MARCELOO""";MARCELOO
470;"user_id=""GISELEU""";GISELEU
471;"user_id=""GISELEU""";GISELEU
472;"user_id=""GISELEU""";GISELEU
473;"user_id=""GISELEU""";GISELEU
474;"user_id=""MARCELOO""";MARCELOO
475;"user_id=""SABRINACL""";SABRINACL
476;"user_id=""SABRINACL""";SABRINACL
477;"user_id=""NATILAS""";NATILAS
478;"user_id=""NATILAS""";NATILAS
479;"user_id=""lucascf""";lucascf
480;"user_id=""NATILAS""";NATILAS
481;"user_id=""MARCELOO""";MARCELOO
482;"user_id=""GISELEU""";GISELEU
483;"user_id=""GISELEU""";GISELEU
484;"user_id=""DENIS""";DENIS
485;"user_id=""SABRINACL""";SABRINACL
486;"user_id=""SABRINACL""";SABRINACL
487;"user_id=""GISELEU""";GISELEU
488;"user_id=""MARCELOO""";MARCELOO
489;"user_id=""NATILAS""";NATILAS
490;"user_id=""NATILAS""";NATILAS
491;"user_id=""NATILAS""";NATILAS
492;"user_id=""NATILAS""";NATILAS
493;"user_id=""MARCELOO""";MARCELOO
494;"user_id=""DENIS""";DENIS
495;"user_id=""JEANSM""";JEANSM
496;"user_id=""JEANSM""";JEANSM
499;"user_id=""GISELEU""";GISELEU
500;"user_id=""GISELEU""";GISELEU
501;"user_id=""GISELEU""";GISELEU
502;"user_id=""SABRINACL""";SABRINACL
503;"user_id=""SABRINACL""";SABRINACL
504;"user_id=""JEANSM""";JEANSM
505;"user_id=""JEANSM""";JEANSM
506;"user_id=""MARCELOO""";MARCELOO
507;"user_id=""MARCELOO""";MARCELOO
508;"user_id=""STEVEN""";STEVEN
509;"user_id=""STEVEN""";STEVEN
510;"user_id=""STEVEN""";STEVEN
511;"user_id=""STEVEN""";STEVEN
512;"user_id=""DENIS""";DENIS
514;"user_id=""GISELEU""";GISELEU
515;"user_id=""GISELEU""";GISELEU
516;"user_id=""GISELEU""";GISELEU
517;"user_id=""JEANSM""";JEANSM
518;"user_id=""JEANSM""";JEANSM
519;"user_id=""MARCELOO""";MARCELOO
520;"user_id=""MARCELOO""";MARCELOO
521;"user_id=""STEVEN""";STEVEN
522;"user_id=""STEVEN""";STEVEN
523;"user_id=""STEVEN""";STEVEN
524;"user_id=""STEVEN""";STEVEN
525;"user_id=""DENIS""";DENIS
526;"user_id=""PILARCD""";PILARCD
527;"user_id=""PILARCD""";PILARCD
528;"user_id=""JEANSM""";JEANSM
529;"user_id=""JEANSM""";JEANSM
530;"user_id=""STEVEN""";STEVEN
531;"user_id=""STEVEN""";STEVEN
532;"user_id=""STEVEN""";STEVEN
533;"user_id=""STEVEN""";STEVEN
534;"user_id=""DENIS""";DENIS
535;"user_id=""PILARCD""";PILARCD
536;"user_id=""SUELENK""";SUELENK
537;"user_id=""DENIS""";DENIS
538;"user_id=""PILARCD""";PILARCD
539;"user_id=""SUELENK""";SUELENK
540;"user_id=""JEANSM""";JEANSM
541;"user_id=""JEANSM""";JEANSM
542;"user_id=""JUSSARAP""";JUSSARAP
543;"user_id=""JUSSARAP""";JUSSARAP
544;"user_id=""JEANSM""";JEANSM
545;"user_id=""DENIS""";DENIS
546;"user_id=""JUSSARAP""";JUSSARAP
547;"user_id=""JUSSARAP""";JUSSARAP
548;"user_id=""JUSSARAP""";JUSSARAP
549;"user_id=""JUSSARAP""";JUSSARAP
550;"user_id=""JEANSM""";JEANSM
551;"user_id=""JEANSM""";JEANSM
552;"user_id=""JEANSM""";JEANSM
553;"user_id=""PILARCD""";PILARCD
554;"user_id=""DENIS""";DENIS
555;"user_id=""TIERLAC""";TIERLAC
556;"user_id=""TIERLAC""";TIERLAC
557;"user_id=""TIERLAC""";TIERLAC
558;"user_id=""BRENDAR""";BRENDAR
559;"user_id=""BRENDAR""";BRENDAR
560;"user_id=""BRENDAR""";BRENDAR
561;"user_id=""BRENDAR""";BRENDAR
562;"user_id=""BRENDAR""";BRENDAR
563;"user_id=""BRENDAR""";BRENDAR
564;"user_id=""BRENDAR""";BRENDAR
565;"user_id=""BRENDAR""";BRENDAR
566;"user_id=""BRENDAR""";BRENDAR
567;"user_id=""BRENDAR""";BRENDAR
568;"user_id=""BRENDAR""";BRENDAR
569;"user_id=""BRENDAR""";BRENDAR
570;"user_id=""BRENDAR""";BRENDAR
571;"user_id=""BRENDAR""";BRENDAR
572;"user_id=""TIERLAC""";TIERLAC
573;"user_id=""TIERLAC""";TIERLAC
574;"user_id=""DENIS""";DENIS
575;"user_id=""MARCELOO""";MARCELOO
576;"user_id=""marceloo""";marceloo
577;"user_id=""MARCELOO""";MARCELOO
578;"user_id=""PILARCD""";PILARCD
579;"user_id=""PILARCD""";PILARCD
580;"user_id=""PILARCD""";PILARCD
581;"user_id=""EVERTON""";EVERTON
582;"user_id=""EVERTON""";EVERTON
583;"user_id=""EVERTON""";EVERTON
584;"user_id=""EVERTON""";EVERTON
585;"user_id=""CLODOALDOH""";CLODOALDOH
586;"user_id=""CLODOALDOH""";CLODOALDOH
587;"user_id=""MARCELOO""";MARCELOO
588;"user_id=""TIERLAC""";TIERLAC
589;"user_id=""TIERLAC""";TIERLAC
590;"user_id=""DENIS""";DENIS
591;"user_id=""MERI""";MERI
592;"user_id=""MERI""";MERI
593;"user_id=""MARCELOO""";MARCELOO
594;"user_id=""PILARCD""";PILARCD
595;"user_id=""PILARCD""";PILARCD
596;"user_id=""ROSICLEIAF""";ROSICLEIAF
597;"user_id=""ROSICLEIAF""";ROSICLEIAF
598;"user_id=""ROSICLEIAF""";ROSICLEIAF
599;"user_id=""ROSICLEIAF""";ROSICLEIAF
600;"user_id=""EVERTON""";EVERTON
601;"user_id=""ROSICLEIAF""";ROSICLEIAF
602;"user_id=""EVERTON""";EVERTON
603;"user_id=""ROSICLEIAF""";ROSICLEIAF
604;"user_id=""ROSICLEIAF""";ROSICLEIAF
605;"user_id=""ROSICLEIAF""";ROSICLEIAF
606;"user_id=""ROSICLEIAF""";ROSICLEIAF
607;"user_id=""ROSICLEIAF""";ROSICLEIAF
608;"user_id=""TIERLAC""";TIERLAC
609;"user_id=""MARCELOO""";MARCELOO
610;"user_id=""TIERLAC""";TIERLAC
611;"user_id=""MERI""";MERI
612;"user_id=""DENIS""";DENIS
613;"user_id=""PILARCD""";PILARCD
614;"user_id=""MARCELOO""";MARCELOO
615;"user_id=""PILARCD""";PILARCD
616;"user_id=""EVERTON""";EVERTON
617;"user_id=""EVERTON""";EVERTON
618;"user_id=""TIERLAC""";TIERLAC
619;"user_id=""TIERLAC""";TIERLAC
620;"user_id=""MARCELOO""";MARCELOO
621;"user_id=""MERI""";MERI
622;"user_id=""JEANSM""";JEANSM
623;"user_id=""DENIS""";DENIS
624;"user_id=""JEANSM""";JEANSM
625;"user_id=""JEANSM""";JEANSM
626;"user_id=""JEANSM""";JEANSM
627;"user_id=""JEANSM""";JEANSM
628;"user_id=""JEANSM""";JEANSM
629;"user_id=""MARCELOO""";MARCELOO
630;"user_id=""EVERTON""";EVERTON
631;"user_id=""EVERTON""";EVERTON
632;"user_id=""GISLAINEK""";GISLAINEK
633;"user_id=""GISLAINEK""";GISLAINEK
634;"user_id=""GISLAINEK""";GISLAINEK
635;"user_id=""GISLAINEK""";GISLAINEK
636;"user_id=""TIERLAC""";TIERLAC
637;"user_id=""TIERLAC""";TIERLAC
638;"user_id=""MERI""";MERI
639;"user_id=""MARCELOO""";MARCELOO
640;"user_id=""MARCELOO""";MARCELOO
641;"user_id=""DENIS""";DENIS
642;"user_id=""SABRINACL""";SABRINACL
